sortie,type,axis,t_start,t_end,duration_s,amplitudes
S002,step,roll,19491846.3,19491850.4,4.1,1.76
S002,step,roll,19491853.3,19491859.0,5.7,1.85
S002,doublet,roll,19491861.4,19491877.5,10.6,3.69|2.03
S002,step,yaw,19491866.4,19491902.4,36.0,1.42
S002,step,roll,19491879.1,19491905.2,26.1,2.94
S002,step,yaw,19491905.7,19491979.8,74.1,2.28
S002,step,roll,19491909.7,19491914.3,4.6,3.62
S002,step,roll,19491915.6,19491921.2,5.6,1.36
S002,step,roll,19491925.6,19491943.3,17.7,2.45
S002,step,roll,19491953.2,19491977.6,24.4,1.59
S002,step,roll,19491980.9,19492012.9,32.0,3.91
S002,step,yaw,19491980.9,19492014.0,33.1,5.06
S002,step,roll,19492018.5,19492022.6,4.1,1.44
S002,step,roll,19492025.1,19492042.8,17.7,2.04
S002,step,roll,19492046.0,19492051.6,5.6,1.81
S002,step,roll,19492053.9,19492066.0,12.1,1.19
S002,step,roll,19492067.1,19492112.4,45.3,7.09
S002,step,roll,19492114.7,19492130.1,15.4,3.79
S002,step,roll,19492133.5,19492140.8,7.3,2.99
S002,step,roll,19492143.4,19492147.2,3.8,1.34
S002,step,roll,19492147.8,19492157.6,9.8,1.72
S002,step,roll,19492161.1,19492166.7,5.6,1.53
S002,step,roll,19492169.9,19492173.7,3.8,1.34
S002,step,roll,19492181.0,19492194.1,13.1,3.03
S002,step,roll,19492197.6,19492256.6,59.0,2.78
S002,step,roll,19492257.3,19492278.1,20.8,2.88
S002,step,roll,19492279.4,19492362.2,82.8,2.98
S002,step,roll,19492367.9,19492400.9,33.0,3.56
S002,step,roll,19492411.0,19492443.0,32.0,1.39
S002,step,roll,19492445.6,19492503.8,58.2,7.29
S002,step,yaw,19492446.4,19492507.1,60.7,8.77
S002,step,roll,19492510.5,19492550.3,39.8,4.18
S002,step,roll,19492551.4,19492555.8,4.4,1.9
S002,step,roll,19492564.3,19492578.0,13.7,1.32
S002,step,roll,19492592.3,19492602.3,10.0,1.37
S002,step,roll,19492631.0,19492639.8,8.8,1.43
S002,step,roll,19492643.2,19492706.2,63.0,7.01
S002,step,roll,19492708.4,19492722.8,14.4,2.33
S002,step,roll,19492726.1,19492730.5,4.4,2.14
S002,step,roll,19492732.7,19492736.6,3.9,2.2
S002,step,yaw,19492742.73,19492747.9,5.17,2.2
S002,step,yaw,19492749.2,19492755.0,5.8,1.16
S002,step,yaw,19492756.0,19492780.6,24.6,3.92
S002,step,roll,19492757.5,19492761.4,3.9,3.71
S002,step,roll,19492768.1,19492772.5,4.4,6.27
S011,step,yaw,21650587.4,21650600.3,12.9,2.03
S011,step,yaw,21650601.3,21650609.2,7.9,1.11
S011,step,yaw,21650637.5,21650701.8,64.3,13.47
S011,step,yaw,21650705.8,21650734.1,28.3,4.14
S011,step,yaw,21650737.8,21650744.0,6.2,4.01
S011,step,yaw,21650745.6,21650757.7,12.1,4.09
S011,step,yaw,21650758.5,21650766.2,7.7,4.15
S011,step,yaw,21650766.2,21650772.0,5.8,7.18
S011,step,yaw,21650775.1,21650833.1,58.0,6.41
S011,step,yaw,21650833.1,21650852.4,19.3,15.0
S011,step,yaw,21650857.6,21650875.6,18.0,3.45
S011,doublet,yaw,21650875.6,21650881.5,5.9,3.65|6.3
S011,step,yaw,21650882.0,21650887.6,5.6,6.04
S011,step,roll,21650902.4,21650905.9,3.5,3.39
S011,step,pitch,21650903.9,21650977.0,73.1,7.05
S011,step,roll,21650926.9,21650942.9,16.0,3.65
S011,doublet,roll,21650944.9,21650951.5,6.6,3.5|1.43
S011,step,roll,21650952.7,21650963.8,11.1,3.43
S011,step,roll,21650964.4,21650968.8,4.4,2.4
S011,step,roll,21650969.519,21651000.1,30.58,2.33
S011,step,pitch,21650986.9,21650996.5,9.6,1.99
S011,step,roll,21651001.1,21651023.0,21.9,2.29
S011,step,pitch,21651010.9,21651015.7,4.8,1.8
S011,step,pitch,21651018.42,21651023.0,4.58,1.72
S011,step,pitch,21651023.6,21651028.7,5.1,1.71
S011,step,roll,21651025.7,21651062.6,36.9,1.81
S011,step,pitch,21651035.1,21651039.9,4.8,1.77
S011,step,pitch,21651045.2,21651049.9,4.7,2.03
S011,step,pitch,21651051.3,21651055.3,4.0,1.79
S011,step,pitch,21651064.7,21651068.1,3.4,2.2
S011,step,roll,21651065.4,21651078.8,13.4,2.31
S011,step,roll,21651080.9,21651084.6,3.7,1.61
S011,step,roll,21651085.3,21651094.3,9.0,2.36
S011,step,roll,21651096.8,21651114.4,17.6,1.95
S011,step,roll,21651114.9,21651120.0,5.1,1.49
S011,step,roll,21651121.3,21651133.8,12.5,1.46
S011,step,roll,21651136.7,21651150.9,14.2,1.96
S011,step,roll,21651154.7,21651159.9,5.2,1.62
S011,step,roll,21651164.7,21651174.0,9.3,2.72
S011,step,roll,21651175.3,21651198.5,23.2,2.38
S011,step,yaw,21651220.3,21651226.5,6.2,1.08
S011,step,roll,21651325.8,21651330.9,5.1,1.08
S011,step,roll,21651338.7,21651354.1,15.4,2.7
S011,step,roll,21651367.0,21651371.3,4.3,1.68
S011,step,roll,21651415.9,21651419.7,3.8,2.44
S011,step,roll,21651431.3,21651435.2,3.9,4.67
S011,doublet,roll,21651507.2,21651520.1,8.9,1.71|2.52
S011,step,roll,21651535.5,21651539.0,3.5,1.67
S011,step,roll,21651728.5,21651733.6,5.1,2.09
S011,step,roll,21651736.2,21651750.3,14.1,2.64
S011,step,roll,21651756.8,21651763.2,6.4,1.34
S011,step,roll,21651768.1,21651772.2,4.1,0.92
S011,step,roll,21651778.6,21651791.5,12.9,2.57
S011,step,roll,21651797.9,21651806.9,9.0,1.05
S011,step,roll,21651812.1,21651818.2,6.1,1.03
S011,step,roll,21651821.1,21651830.1,9.0,0.96
S011,step,roll,21651836.5,21651839.7,3.2,0.95
S011,step,roll,21651869.6,21651875.1,5.5,1.36
S011,step,roll,21651889.3,21651893.1,3.8,1.51
S011,step,roll,21651903.0,21651907.3,4.3,1.08
S011,step,roll,21651951.0,21651955.2,4.2,1.27
S011,step,roll,21651975.4,21651987.0,11.6,1.07
S011,step,roll,21651992.8,21651996.0,3.2,0.89
S011,step,roll,21651999.9,21652011.5,11.6,0.92
S011,step,roll,21652017.9,21652024.3,6.4,0.9
S011,step,roll,21652037.1,21652042.8,5.7,1.04
S011,step,roll,21652043.6,21652048.7,5.1,0.98
S011,step,roll,21652052.69,21652056.3,3.61,0.88
S011,step,roll,21652062.9,21652068.6,5.7,0.91
S011,step,roll,21652076.9,21652080.9,4.0,0.85
S011,step,roll,21652083.5,21652089.0,5.5,2.38
S011,step,roll,21652089.9,21652098.9,9.0,3.9
S011,step,roll,21652103.3,21652116.9,13.6,1.37
S011,step,roll,21652120.8,21652125.9,5.1,1.35
S011,doublet,roll,21652135.0,21652142.3,4.7,1.45|1.14
S011,step,roll,21652147.3,21652153.8,6.5,1.19
S011,step,roll,21652178.7,21652189.0,10.3,1.17
S011,step,roll,21652192.8,21652208.2,15.4,1.03
S011,step,roll,21652210.5,21652215.8,5.3,0.97
S011,step,roll,21652217.3,21652221.0,3.7,1.25
S011,step,roll,21652223.7,21652227.6,3.9,1.47
S011,step,roll,21652229.9,21652233.9,4.0,1.05
S011,step,roll,21652237.9,21652255.9,18.0,1.24
S011,step,roll,21652256.8,21652263.6,6.8,1.29
S011,step,roll,21652267.5,21652271.3,3.8,1.34
S011,step,roll,21652272.6,21652285.3,12.7,1.37
S011,step,roll,21652304.3,21652309.8,5.5,1.14
S011,step,roll,21652311.2,21652315.9,4.7,1.32
S011,step,roll,21652316.39,21652333.9,17.51,1.86
S011,step,roll,21652338.26,21652343.5,5.24,1.79
S011,step,roll,21652344.6,21652348.5,3.9,1.18
S011,step,roll,21652358.839,21652362.0,3.16,1.45
S011,step,roll,21652366.5,21652382.2,15.7,1.33
S011,step,roll,21652383.28,21652393.5,10.22,1.13
S011,step,roll,21652394.8,21652400.9,6.1,1.82
S011,step,roll,21652401.3,21652425.7,24.4,3.62
S011,step,roll,21652434.7,21652440.9,6.2,1.14
S011,step,roll,21652455.3,21652460.4,5.1,1.27
S011,step,roll,21652463.0,21652475.9,12.9,2.64
S011,step,roll,21652478.4,21652484.9,6.5,2.35
S011,step,roll,21652490.0,21652502.9,12.9,2.11
S011,step,roll,21652510.6,21652532.5,21.9,3.6
S011,step,roll,21652537.6,21652541.2,3.6,2.11
S011,step,roll,21652553.0,21652558.2,5.2,2.51
S011,step,roll,21652563.2,21652567.2,4.0,1.32
S011,step,roll,21652569.8,21652578.8,9.0,2.75
S011,step,roll,21652585.8,21652619.9,34.1,1.49
S011,step,roll,21652622.3,21652655.6,33.3,2.45
S011,step,roll,21652657.2,21652661.1,3.9,1.65
S011,step,roll,21652662.4,21652668.1,5.7,1.8
S011,step,roll,21652670.15,21652675.2,5.05,2.04
S011,step,roll,21652685.58,21652695.8,10.22,2.93
S011,step,roll,21652702.3,21652708.4,6.1,3.12
S011,step,roll,21652708.8,21652713.6,4.8,3.91
S011,step,roll,21652714.2,21652721.5,7.3,4.75
S011,doublet,yaw,21652716.4,21652720.9,4.5,2.97|7.76
S011,step,yaw,21652729.1,21652732.9,3.8,1.98
S011,step,yaw,21652734.0,21652788.7,54.7,14.04
S011,step,yaw,21652796.23,21652807.3,11.07,2.86
S011,step,yaw,21652808.4,21652828.3,19.9,4.53
S011,step,yaw,21652829.6,21652839.7,10.1,9.38
S011,step,yaw,21652840.7,21652843.8,3.1,4.29
S011,step,yaw,21652848.9,21652874.1,25.2,7.6
S042_2,step,roll,11116654.06,11116660.0,5.94,1.97
S042_2,step,roll,11116661.5,11116666.7,5.2,3.76
S042_2,step,yaw,11116792.0,11116821.3,29.3,25.77
S042_2,step,roll,11116821.7,11116827.7,6.0,1.07
S042_2,step,yaw,11116822.9,11116837.3,14.4,20.07
S042_2,step,yaw,11116838.8,11116844.8,6.0,18.24
S042_2,step,yaw,11116849.2,11116860.9,11.7,25.12
S042_2,step,yaw,11116860.9,11116865.7,4.8,20.81
S042_2,step,roll,11116865.8,11116871.0,5.2,1.6
S042_2,step,yaw,11116871.7,11116875.3,3.6,6.76
S042_2,step,roll,11116883.6,11116892.1,8.5,5.05
S042_2,step,yaw,11116892.7,11116896.4,3.7,1.47
S042_2,step,yaw,11116915.0,11116924.089,9.09,6.48
S042_2,step,roll,11116915.7,11116919.3,3.6,0.87
S042_2,step,yaw,11116925.2,11116933.7,8.5,24.84
S042_2,step,roll,11116927.6,11116947.6,20.0,3.77
S042_2,step,yaw,11116935.5,11116943.7,8.2,9.75
S042_2,step,yaw,11116945.5,11116953.6,8.1,12.68
S042_2,step,roll,11116951.1,11116955.1,4.0,2.98
S042_2,step,yaw,11116955.2,11116965.0,9.8,7.82
S042_2,step,yaw,11116966.7,11116973.8,7.1,7.7
S042_2,step,roll,11116971.6,11116975.2,3.6,1.92
S042_2,step,yaw,11116975.0,11116996.6,21.6,8.46
S042_2,step,roll,11116987.1,11117005.5,18.4,1.25
S042_2,step,yaw,11116997.8,11117006.7,8.9,6.67
S042_2,step,roll,11117006.3,11117009.9,3.6,1.07
S042_2,step,yaw,11117007.36,11117015.2,7.84,6.28
S042_2,step,roll,11117010.9,11117015.9,5.0,0.98
S042_2,step,yaw,11117017.1,11117030.0,12.9,6.24
S042_2,step,roll,11117019.1,11117023.5,4.4,0.95
S042_2,step,roll,11117024.0,11117038.2,14.2,2.13
S042_2,step,yaw,11117031.1,11117078.7,47.6,9.57
S042_2,step,roll,11117070.5,11117146.5,76.0,3.93
S042_2,step,yaw,11117079.4,11117085.8,6.4,24.44
S042_2,step,yaw,11117088.2,11117102.5,14.3,25.44
S042_2,step,yaw,11117104.3,11117109.7,5.4,3.4
S042_2,step,yaw,11117110.8,11117117.4,6.6,10.11
S042_2,step,yaw,11117118.9,11117129.2,10.3,8.69
S042_2,step,yaw,11117146.5,11117150.1,3.6,5.41
S042_2,step,roll,11117148.9,11117189.3,40.4,2.65
S042_2,step,yaw,11117163.1,11117167.1,4.0,9.95
S042_2,step,yaw,11117176.2,11117211.2,35.0,15.98
S042_2,step,roll,11117203.6,11117241.8,38.2,2.45
S042_2,step,yaw,11117211.2,11117217.9,6.7,6.46
S042_2,step,yaw,11117221.4,11117252.4,31.0,18.28
S042_2,step,roll,11117241.8,11117251.2,9.4,3.66
S042_2,step,roll,11117253.5,11117275.0,21.5,6.01
S042_2,step,yaw,11117260.0,11117263.9,3.9,1.67
S042_2,step,pitch,11117271.3,11117275.0,3.7,3.65
S042_2,step,roll,11117279.7,11117316.6,36.9,5.18
S042_2,step,roll,11117317.5,11117330.9,13.4,2.8
S042_2,step,roll,11117335.6,11117348.7,13.1,3.32
S042_2,step,roll,11117349.9,11117369.6,19.7,3.1
S042_2,step,roll,11117373.7,11117380.0,6.3,1.46
S042_2,step,roll,11117381.8,11117396.1,14.3,2.17
S042_2,step,roll,11117397.8,11117426.6,28.8,2.13
S042_2,step,roll,11117432.04,11117461.8,29.76,2.19
S042_2,step,roll,11117462.9,11117477.2,14.3,1.7
S042_2,step,roll,11117478.4,11117553.1,74.7,2.65
S042_2,step,roll,11117554.5,11117594.9,40.4,2.08
S042_2,step,roll,11117598.5,11117610.4,11.9,1.28
S042_2,step,roll,11117616.4,11117652.8,36.4,2.12
S042_2,step,roll,11117654.4,11117700.9,46.5,1.78
